[[1], [4, 0], [5, 0, 0], [0, 1, 1, 1], [2, 1, 1, 1, 1], [3, 0, 0, 0, 0, 1]], 0.7302
[[2], [2, 0], [3, 0, 0], [3, 0, 1, 0], [3, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]], 0.7386
[[1], [2, 0], [0, 1, 0], [0, 0, 1, 0], [5, 0, 1, 1, 1], [3, 1, 0, 0, 1, 1]], 0.7236
[[1], [5, 0], [0, 0, 0], [4, 0, 0, 0], [2, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]], 0.7378
[[2], [0, 0], [5, 0, 0], [5, 0, 0, 0], [5, 1, 1, 0, 1], [5, 0, 0, 1, 1, 0]], 0.7356
[[5], [3, 0], [1, 0, 0], [3, 0, 0, 0], [1, 0, 0, 0, 0], [3, 1, 0, 0, 1, 0]], 0.7378
[[1], [0, 1], [0, 0, 1], [3, 1, 1, 0], [1, 0, 0, 1, 0], [2, 0, 0, 0, 0, 0]], 0.7382
[[1], [5, 0], [0, 0, 0], [2, 0, 1, 1], [0, 0, 1, 0, 1], [4, 1, 0, 1, 0, 1]], 0.7312
[[5], [5, 1], [0, 1, 1], [3, 0, 0, 1], [5, 0, 0, 0, 0], [5, 0, 0, 0, 1, 0]], 0.7244
[[4], [4, 0], [1, 0, 0], [4, 1, 0, 0], [1, 1, 0, 0, 1], [0, 0, 0, 0, 0, 0]], 0.7414
[[2], [2, 1], [1, 0, 0], [2, 0, 0, 1], [0, 0, 0, 1, 0], [5, 0, 1, 0, 1, 0]], 0.7368
[[3], [4, 0], [5, 0, 1], [2, 0, 0, 1], [0, 0, 1, 0, 1], [2, 0, 1, 1, 0, 0]], 0.7314
[[0], [2, 0], [0, 1, 0], [2, 1, 0, 1], [0, 0, 1, 0, 1], [3, 1, 0, 0, 1, 0]], 0.7354
[[5], [0, 0], [4, 1, 0], [3, 0, 0, 0], [4, 0, 0, 0, 1], [3, 0, 0, 1, 1, 0]], 0.7314
[[3], [3, 0], [4, 1, 1], [3, 0, 0, 0], [3, 0, 0, 1, 1], [5, 1, 0, 0, 1, 0]], 0.7394
[[1], [1, 0], [2, 0, 1], [5, 1, 0, 0], [0, 0, 1, 1, 0], [1, 0, 0, 1, 1, 1]], 0.7396
[[3], [4, 0], [1, 0, 1], [4, 0, 0, 0], [0, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0]], 0.7476
[[1], [2, 0], [4, 1, 0], [0, 1, 0, 0], [5, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]], 0.7368
[[5], [4, 0], [0, 1, 0], [4, 1, 0, 1], [2, 0, 0, 1, 0], [1, 1, 1, 1, 1, 0]], 0.738
[[2], [4, 0], [0, 0, 0], [0, 1, 1, 1], [4, 0, 1, 0, 0], [5, 0, 0, 0, 0, 0]], 0.7458
[[0], [2, 0], [2, 1, 0], [4, 0, 1, 1], [2, 0, 0, 0, 1], [5, 1, 0, 1, 0, 0]], 0.726
[[3], [5, 0], [2, 0, 1], [4, 0, 0, 0], [3, 0, 0, 1, 0], [5, 1, 1, 1, 1, 0]], 0.7448
[[2], [1, 0], [0, 0, 1], [5, 0, 0, 1], [0, 0, 0, 0, 0], [5, 0, 1, 1, 1, 0]], 0.7418
[[3], [1, 1], [1, 0, 0], [5, 0, 1, 1], [5, 0, 0, 0, 0], [4, 0, 1, 0, 0, 0]], 0.7294
[[5], [4, 0], [4, 1, 1], [4, 1, 0, 0], [3, 0, 0, 1, 0], [4, 1, 0, 0, 0, 0]], 0.7408
[[1], [3, 1], [2, 0, 0], [2, 1, 0, 0], [2, 1, 0, 0, 0], [3, 0, 0, 0, 0, 0]], 0.7424
[[1], [0, 0], [3, 0, 1], [1, 0, 0, 0], [1, 0, 1, 0, 0], [1, 0, 0, 0, 1, 0]], 0.7432
[[0], [3, 0], [3, 0, 0], [1, 0, 1, 1], [2, 0, 0, 0, 1], [5, 0, 1, 0, 1, 0]], 0.7374
[[4], [1, 0], [3, 0, 0], [1, 1, 0, 0], [1, 0, 1, 0, 0], [5, 1, 0, 1, 0, 1]], 0.7342
[[0], [2, 0], [1, 0, 0], [4, 0, 0, 0], [4, 0, 0, 0, 1], [2, 1, 0, 0, 0, 1]], 0.7364
[[3], [3, 1], [4, 0, 0], [4, 0, 0, 1], [2, 0, 1, 0, 0], [3, 1, 0, 0, 0, 1]], 0.729
[[1], [5, 1], [5, 0, 1], [5, 1, 1, 1], [4, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0]], 0.7258
[[2], [2, 0], [5, 1, 0], [5, 1, 1, 0], [5, 1, 1, 1, 0], [1, 0, 0, 1, 0, 0]], 0.731
[[0], [5, 0], [3, 0, 1], [0, 1, 0, 0], [1, 0, 0, 0, 0], [3, 1, 0, 0, 1, 0]], 0.7462
[[0], [1, 0], [2, 0, 0], [4, 1, 1, 1], [3, 0, 0, 1, 1], [1, 0, 1, 0, 1, 0]], 0.7358
[[1], [5, 0], [5, 0, 1], [3, 1, 0, 0], [3, 1, 1, 1, 0], [1, 1, 0, 0, 1, 1]], 0.7422
[[5], [3, 0], [0, 0, 0], [1, 0, 0, 1], [3, 0, 0, 0, 0], [5, 1, 0, 0, 1, 0]], 0.7498
[[2], [5, 0], [1, 0, 1], [5, 0, 0, 1], [1, 0, 0, 1, 1], [0, 1, 1, 0, 0, 0]], 0.7354
[[3], [3, 1], [1, 1, 0], [0, 0, 0, 1], [2, 0, 0, 1, 1], [3, 1, 1, 0, 1, 1]], 0.717
[[5], [3, 1], [3, 0, 0], [0, 0, 1, 0], [0, 0, 0, 0, 0], [2, 1, 0, 1, 1, 1]], 0.7362
[[1], [2, 0], [5, 1, 1], [4, 1, 0, 1], [5, 1, 0, 0, 0], [0, 1, 0, 0, 0, 1]], 0.7298
[[2], [1, 0], [2, 0, 1], [5, 0, 0, 1], [4, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0]], 0.7432
[[3], [0, 0], [5, 0, 0], [0, 0, 0, 0], [0, 0, 1, 0, 1], [2, 0, 1, 1, 0, 0]], 0.7338
[[5], [1, 0], [1, 1, 0], [3, 0, 1, 0], [3, 0, 0, 0, 0], [3, 1, 0, 1, 1, 0]], 0.7314
[[5], [5, 0], [5, 0, 0], [4, 1, 0, 0], [5, 0, 0, 0, 0], [2, 0, 1, 0, 1, 0]], 0.74
[[0], [3, 1], [4, 0, 0], [5, 0, 1, 0], [0, 0, 1, 1, 1], [2, 1, 1, 0, 0, 0]], 0.7356
[[1], [2, 1], [2, 0, 0], [4, 0, 0, 1], [4, 1, 0, 0, 1], [4, 1, 0, 0, 0, 1]], 0.7248
[[5], [4, 0], [5, 0, 0], [5, 0, 1, 1], [3, 0, 0, 0, 0], [2, 1, 0, 0, 0, 0]], 0.7426
[[3], [5, 0], [1, 1, 0], [2, 0, 0, 0], [4, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0]], 0.7306
[[3], [3, 0], [0, 1, 0], [5, 0, 1, 0], [5, 1, 0, 1, 1], [1, 0, 0, 0, 0, 1]], 0.728
[[1], [1, 0], [5, 0, 1], [4, 1, 0, 0], [1, 0, 1, 1, 0], [4, 0, 0, 1, 0, 0]], 0.7456
[[5], [4, 0], [5, 1, 0], [5, 0, 0, 0], [3, 0, 0, 0, 0], [1, 1, 0, 1, 1, 0]], 0.7354
[[5], [0, 0], [5, 0, 0], [2, 0, 0, 0], [4, 1, 1, 0, 0], [0, 0, 1, 1, 0, 0]], 0.7386
[[2], [2, 0], [0, 0, 0], [5, 0, 1, 0], [4, 0, 1, 0, 0], [1, 1, 1, 0, 1, 0]], 0.737
[[5], [0, 0], [5, 0, 0], [0, 0, 0, 0], [4, 0, 0, 1, 0], [3, 1, 0, 0, 0, 0]], 0.7418
[[0], [5, 1], [5, 0, 0], [5, 1, 1, 0], [1, 1, 1, 0, 0], [0, 1, 1, 0, 0, 0]], 0.736
[[3], [0, 0], [5, 1, 1], [1, 0, 1, 0], [0, 0, 0, 0, 0], [3, 1, 0, 1, 0, 0]], 0.7358
[[1], [5, 0], [1, 1, 0], [3, 0, 1, 0], [2, 0, 0, 0, 0], [3, 1, 0, 0, 0, 1]], 0.7288
[[4], [1, 0], [5, 0, 0], [3, 0, 0, 0], [2, 0, 1, 0, 0], [2, 0, 0, 1, 1, 0]], 0.7362
[[3], [0, 0], [0, 0, 1], [0, 0, 1, 0], [2, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]], 0.7424
[[2], [2, 1], [4, 0, 0], [0, 0, 1, 0], [0, 0, 0, 0, 1], [2, 0, 0, 0, 1, 0]], 0.7356
[[1], [2, 1], [4, 1, 1], [5, 0, 0, 0], [3, 1, 0, 1, 1], [5, 0, 1, 0, 0, 0]], 0.7308
[[3], [0, 0], [1, 0, 1], [1, 0, 1, 0], [1, 1, 0, 0, 1], [4, 1, 0, 1, 1, 0]], 0.7392
[[3], [5, 0], [2, 0, 0], [4, 0, 0, 0], [5, 0, 0, 1, 0], [3, 0, 1, 1, 1, 1]], 0.7392
[[0], [2, 0], [0, 1, 0], [2, 0, 0, 0], [1, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]], 0.7334
[[3], [1, 0], [0, 1, 1], [3, 1, 0, 0], [4, 0, 1, 1, 0], [3, 1, 1, 0, 0, 1]], 0.7364
[[4], [1, 0], [0, 0, 1], [3, 1, 0, 0], [0, 1, 0, 1, 1], [5, 0, 0, 0, 0, 0]], 0.7454
[[2], [2, 0], [3, 0, 0], [2, 1, 0, 0], [1, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]], 0.7408
[[1], [3, 1], [1, 0, 1], [3, 0, 1, 0], [1, 0, 0, 0, 1], [5, 0, 1, 1, 0, 0]], 0.7292
[[5], [0, 1], [3, 1, 0], [0, 1, 0, 0], [4, 0, 0, 1, 0], [5, 0, 0, 1, 0, 0]], 0.7386
[[1], [0, 1], [4, 0, 0], [5, 1, 0, 0], [5, 1, 0, 1, 1], [5, 0, 0, 0, 1, 0]], 0.7412
[[2], [2, 0], [0, 0, 0], [4, 0, 1, 0], [3, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]], 0.7386
[[0], [4, 1], [3, 0, 0], [2, 0, 1, 1], [5, 1, 0, 0, 0], [0, 0, 0, 0, 1, 1]], 0.7294
[[1], [5, 0], [4, 0, 1], [5, 0, 0, 0], [2, 0, 0, 1, 1], [3, 0, 1, 0, 1, 1]], 0.7398
[[5], [5, 0], [1, 0, 0], [4, 0, 0, 1], [0, 1, 0, 0, 0], [5, 0, 1, 0, 0, 0]], 0.7484
[[1], [1, 0], [3, 1, 1], [2, 1, 0, 0], [4, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0]], 0.743
[[2], [0, 0], [0, 0, 1], [0, 1, 0, 0], [3, 1, 0, 1, 0], [4, 1, 0, 0, 0, 1]], 0.7438
[[0], [2, 0], [3, 0, 0], [0, 0, 1, 0], [0, 0, 1, 0, 0], [2, 0, 1, 1, 0, 0]], 0.7364
[[3], [5, 1], [1, 0, 0], [3, 0, 0, 1], [1, 0, 0, 0, 0], [3, 1, 1, 1, 1, 0]], 0.7354
[[4], [3, 1], [3, 1, 0], [2, 0, 0, 1], [4, 1, 1, 0, 1], [3, 0, 0, 1, 0, 0]], 0.7164
[[2], [0, 0], [2, 1, 1], [4, 1, 0, 1], [2, 1, 1, 0, 0], [2, 1, 0, 0, 1, 1]], 0.7302
[[5], [3, 0], [2, 1, 1], [5, 0, 0, 0], [5, 1, 0, 0, 0], [5, 0, 0, 1, 0, 0]], 0.7424
[[5], [3, 1], [1, 0, 0], [2, 0, 0, 1], [4, 1, 1, 0, 0], [3, 1, 0, 1, 1, 0]], 0.7348
[[0], [5, 0], [4, 0, 0], [0, 0, 0, 0], [1, 1, 1, 0, 0], [2, 1, 0, 1, 0, 0]], 0.7398
[[5], [2, 0], [0, 0, 0], [5, 0, 0, 0], [2, 0, 0, 0, 0], [3, 0, 1, 0, 0, 1]], 0.736
[[3], [0, 0], [4, 0, 0], [5, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 0, 0, 1, 0]], 0.7382
[[3], [2, 0], [2, 0, 1], [1, 0, 0, 0], [0, 0, 0, 0, 0], [3, 0, 0, 1, 0, 1]], 0.7388
[[2], [0, 0], [3, 0, 0], [5, 0, 1, 0], [4, 0, 0, 1, 0], [2, 0, 1, 0, 0, 0]], 0.7428
[[3], [3, 0], [3, 0, 1], [1, 0, 0, 1], [4, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1]], 0.7376
[[1], [3, 1], [2, 1, 0], [5, 0, 0, 1], [2, 1, 0, 1, 0], [3, 0, 1, 1, 0, 0]], 0.728
[[0], [4, 0], [5, 0, 1], [3, 1, 0, 1], [3, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0]], 0.7454
[[5], [3, 0], [5, 0, 0], [3, 0, 0, 0], [2, 0, 0, 0, 1], [1, 0, 1, 0, 1, 0]], 0.7386
[[2], [5, 0], [0, 0, 0], [5, 0, 0, 1], [4, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0]], 0.7476
[[2], [1, 0], [1, 0, 0], [3, 0, 0, 1], [4, 0, 0, 1, 1], [3, 0, 0, 0, 0, 1]], 0.7326
[[3], [5, 0], [5, 1, 1], [3, 1, 1, 0], [5, 1, 0, 0, 0], [2, 0, 1, 0, 0, 1]], 0.7326
[[3], [4, 0], [1, 1, 1], [1, 1, 1, 0], [5, 0, 0, 0, 0], [1, 0, 0, 0, 0, 1]], 0.7318
[[2], [0, 0], [1, 0, 0], [0, 1, 0, 0], [4, 0, 1, 0, 0], [4, 0, 0, 0, 1, 0]], 0.737
[[0], [1, 0], [0, 1, 0], [1, 0, 0, 0], [0, 0, 0, 1, 0], [1, 1, 1, 0, 0, 1]], 0.735
[[4], [1, 1], [3, 0, 1], [2, 1, 1, 1], [3, 0, 0, 0, 0], [5, 0, 0, 0, 1, 1]], 0.7234
[[3], [1, 0], [1, 0, 0], [2, 0, 0, 1], [5, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1]], 0.742
[[3], [4, 1], [5, 1, 0], [5, 0, 1, 0], [3, 0, 0, 1, 1], [0, 1, 1, 1, 0, 0]], 0.7266
[[5], [1, 1], [0, 1, 0], [3, 1, 1, 1], [0, 1, 1, 0, 0], [2, 0, 0, 0, 1, 0]], 0.724
[[4], [4, 0], [4, 0, 0], [2, 0, 0, 0], [0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0]], 0.7416
[[1], [3, 0], [5, 0, 1], [2, 0, 0, 0], [4, 0, 1, 0, 0], [5, 0, 0, 0, 1, 0]], 0.7432
[[2], [4, 0], [5, 0, 1], [5, 0, 0, 0], [4, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0]], 0.7466
[[0], [2, 0], [4, 0, 0], [4, 0, 0, 1], [2, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0]], 0.739
[[2], [1, 0], [0, 1, 1], [2, 1, 0, 0], [2, 0, 0, 0, 1], [2, 0, 0, 0, 0, 0]], 0.7366
[[0], [5, 0], [3, 0, 0], [0, 0, 1, 1], [1, 1, 0, 1, 1], [5, 0, 0, 1, 1, 0]], 0.7336
[[0], [4, 0], [0, 0, 0], [1, 0, 0, 1], [4, 1, 0, 0, 0], [2, 0, 0, 1, 1, 0]], 0.7502
[[3], [2, 1], [5, 0, 0], [3, 0, 0, 0], [5, 1, 0, 1, 0], [5, 0, 1, 1, 0, 0]], 0.7448
[[1], [2, 0], [0, 1, 0], [2, 0, 0, 0], [1, 0, 1, 0, 0], [2, 0, 1, 0, 0, 0]], 0.7314
[[0], [2, 0], [0, 0, 1], [1, 0, 0, 1], [0, 0, 1, 0, 0], [3, 0, 0, 0, 0, 0]], 0.7436
[[3], [0, 0], [2, 0, 1], [3, 0, 1, 1], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0]], 0.7302
[[4], [0, 0], [1, 1, 1], [5, 0, 0, 1], [5, 0, 0, 1, 0], [2, 0, 0, 0, 0, 0]], 0.737
[[4], [1, 0], [0, 0, 1], [1, 1, 1, 0], [4, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0]], 0.7412
[[1], [3, 0], [3, 0, 0], [3, 0, 0, 1], [4, 0, 0, 0, 0], [5, 1, 0, 0, 0, 1]], 0.7406
[[3], [4, 1], [3, 0, 0], [0, 1, 0, 1], [0, 1, 0, 0, 0], [3, 0, 0, 0, 0, 0]], 0.7366
[[5], [3, 0], [0, 1, 0], [1, 1, 0, 1], [5, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1]], 0.7314
[[0], [4, 1], [4, 0, 1], [5, 1, 0, 0], [5, 0, 1, 0, 0], [4, 0, 0, 0, 1, 0]], 0.7412
[[0], [1, 0], [5, 1, 1], [1, 0, 1, 0], [4, 0, 1, 1, 0], [3, 0, 1, 1, 1, 1]], 0.7314
[[4], [3, 0], [0, 0, 1], [1, 0, 1, 1], [3, 0, 1, 0, 0], [2, 0, 0, 0, 1, 0]], 0.7404
[[0], [2, 0], [1, 0, 0], [3, 0, 0, 0], [0, 0, 0, 0, 0], [4, 1, 1, 0, 1, 0]], 0.7382
[[5], [0, 0], [2, 0, 0], [2, 0, 0, 0], [0, 1, 1, 0, 0], [5, 1, 0, 0, 0, 0]], 0.739
[[2], [1, 0], [1, 0, 1], [2, 0, 0, 1], [5, 0, 0, 1, 0], [3, 0, 0, 1, 1, 1]], 0.739
[[4], [0, 0], [2, 1, 1], [2, 0, 0, 1], [2, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0]], 0.737
[[2], [0, 0], [2, 1, 0], [1, 0, 1, 0], [5, 1, 0, 0, 0], [4, 0, 0, 1, 0, 1]], 0.7316
[[2], [0, 0], [3, 1, 0], [4, 0, 0, 0], [4, 0, 0, 0, 0], [4, 1, 0, 0, 0, 0]], 0.7352
[[4], [4, 0], [3, 1, 0], [4, 1, 1, 0], [1, 0, 1, 0, 1], [0, 0, 0, 0, 1, 0]], 0.7294
[[5], [0, 1], [3, 0, 1], [2, 0, 0, 1], [2, 0, 0, 0, 0], [4, 0, 1, 0, 1, 0]], 0.7308
[[1], [1, 1], [0, 0, 0], [5, 0, 0, 1], [0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]], 0.735
[[4], [3, 1], [0, 1, 1], [5, 0, 0, 1], [3, 0, 0, 0, 1], [5, 1, 1, 1, 1, 0]], 0.7164
[[0], [3, 0], [1, 0, 0], [1, 0, 0, 0], [4, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0]], 0.7412
[[2], [0, 0], [4, 1, 1], [4, 0, 0, 0], [3, 0, 0, 0, 0], [5, 0, 0, 0, 1, 0]], 0.7436
[[0], [0, 0], [4, 0, 1], [0, 1, 1, 0], [5, 0, 0, 0, 0], [5, 0, 0, 0, 1, 1]], 0.739
[[4], [1, 0], [1, 1, 0], [1, 0, 0, 0], [4, 0, 0, 0, 1], [2, 0, 0, 1, 0, 1]], 0.7294
[[4], [2, 0], [4, 1, 0], [1, 0, 0, 0], [3, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0]], 0.733
[[0], [4, 1], [4, 0, 1], [1, 0, 0, 0], [2, 0, 0, 0, 0], [5, 1, 0, 0, 0, 0]], 0.7392
[[2], [2, 0], [0, 1, 0], [1, 0, 0, 1], [3, 0, 0, 0, 0], [2, 0, 0, 0, 1, 0]], 0.7382
[[3], [3, 0], [3, 0, 1], [4, 0, 0, 0], [1, 1, 0, 0, 1], [3, 0, 0, 1, 1, 0]], 0.7428
[[0], [4, 0], [3, 0, 1], [5, 0, 0, 1], [0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]], 0.7418
[[0], [0, 0], [5, 0, 0], [2, 1, 1, 1], [4, 0, 1, 0, 1], [1, 0, 0, 0, 0, 0]], 0.7374
[[2], [2, 0], [4, 1, 0], [1, 0, 0, 0], [2, 1, 0, 0, 0], [3, 0, 1, 1, 0, 1]], 0.736
[[4], [1, 1], [5, 0, 0], [5, 1, 0, 0], [2, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0]], 0.746
[[3], [4, 0], [1, 0, 0], [1, 0, 1, 0], [0, 0, 1, 0, 0], [5, 0, 0, 1, 0, 1]], 0.732
[[2], [3, 0], [0, 0, 0], [3, 0, 1, 0], [4, 1, 0, 0, 0], [4, 0, 0, 1, 0, 0]], 0.7412
[[5], [5, 1], [3, 0, 1], [3, 0, 1, 0], [2, 0, 0, 1, 0], [2, 0, 1, 0, 0, 0]], 0.7394
[[5], [1, 0], [5, 0, 0], [3, 1, 1, 1], [5, 0, 0, 0, 0], [5, 0, 0, 0, 0, 1]], 0.74
[[3], [5, 0], [3, 0, 1], [2, 1, 1, 1], [4, 0, 1, 1, 1], [1, 0, 1, 0, 1, 0]], 0.7304
[[4], [4, 0], [4, 0, 0], [4, 0, 0, 0], [4, 0, 0, 1, 0], [4, 1, 0, 0, 0, 0]], 0.7418
[[4], [2, 0], [5, 1, 0], [3, 1, 1, 0], [0, 0, 1, 1, 1], [2, 0, 0, 0, 0, 0]], 0.727
[[0], [2, 1], [2, 0, 0], [1, 0, 0, 0], [5, 0, 1, 0, 0], [3, 0, 0, 0, 1, 0]], 0.735
[[4], [3, 0], [4, 0, 0], [1, 0, 0, 0], [3, 1, 1, 0, 0], [4, 1, 0, 0, 0, 0]], 0.739
[[5], [0, 0], [1, 0, 0], [1, 0, 1, 1], [0, 1, 0, 1, 0], [4, 0, 0, 0, 1, 1]], 0.7378
[[2], [3, 1], [3, 0, 1], [0, 1, 0, 0], [1, 1, 1, 1, 0], [1, 0, 1, 0, 0, 0]], 0.741
[[4], [5, 0], [2, 1, 0], [2, 0, 0, 0], [4, 0, 1, 1, 0], [4, 0, 0, 0, 0, 0]], 0.7336
[[1], [4, 1], [2, 1, 0], [1, 0, 0, 1], [2, 0, 0, 1, 1], [0, 1, 0, 0, 1, 0]], 0.7216
[[4], [3, 0], [4, 0, 0], [1, 0, 0, 1], [2, 1, 0, 0, 1], [5, 0, 0, 0, 0, 0]], 0.7388
[[2], [0, 0], [5, 0, 1], [5, 0, 0, 1], [4, 1, 0, 0, 0], [3, 1, 0, 0, 0, 0]], 0.7432
[[1], [1, 0], [5, 0, 1], [0, 0, 1, 0], [0, 0, 0, 0, 1], [0, 0, 1, 0, 1, 1]], 0.7348
[[0], [4, 1], [5, 0, 0], [2, 0, 1, 0], [5, 0, 0, 1, 1], [5, 0, 0, 0, 1, 0]], 0.736
[[2], [3, 0], [2, 0, 0], [3, 1, 0, 1], [4, 0, 1, 0, 0], [3, 1, 0, 0, 1, 0]], 0.75
[[5], [5, 0], [4, 0, 0], [3, 0, 1, 0], [1, 1, 0, 1, 0], [3, 0, 0, 0, 0, 0]], 0.741
[[2], [4, 0], [3, 0, 0], [2, 0, 0, 0], [1, 1, 0, 1, 1], [4, 0, 0, 0, 0, 0]], 0.7382
[[5], [3, 0], [1, 1, 1], [3, 0, 0, 0], [4, 0, 0, 0, 0], [4, 1, 1, 1, 0, 0]], 0.7428
[[5], [4, 0], [1, 0, 0], [5, 0, 1, 0], [1, 0, 1, 1, 1], [2, 1, 0, 1, 0, 0]], 0.7332
[[1], [0, 0], [4, 0, 0], [1, 1, 1, 0], [2, 0, 0, 0, 0], [0, 0, 1, 1, 1, 0]], 0.7412
[[4], [4, 0], [1, 1, 0], [0, 0, 1, 1], [3, 0, 0, 0, 1], [0, 0, 0, 1, 0, 0]], 0.7266
[[1], [0, 1], [3, 1, 0], [2, 0, 1, 0], [4, 1, 0, 0, 0], [2, 0, 0, 0, 0, 0]], 0.7274
[[2], [5, 0], [4, 1, 0], [4, 0, 0, 0], [3, 1, 0, 0, 0], [5, 1, 0, 0, 0, 0]], 0.7358
[[2], [1, 0], [2, 1, 0], [1, 0, 1, 1], [1, 0, 0, 1, 0], [4, 0, 0, 0, 0, 0]], 0.7342
[[5], [5, 1], [3, 0, 0], [5, 0, 1, 1], [2, 1, 0, 0, 1], [5, 0, 0, 0, 1, 0]], 0.7226
[[1], [3, 1], [3, 0, 1], [5, 0, 0, 0], [2, 1, 1, 0, 0], [0, 0, 1, 1, 1, 0]], 0.7402
[[0], [3, 0], [3, 1, 0], [0, 0, 0, 0], [4, 0, 1, 0, 1], [3, 0, 0, 0, 1, 0]], 0.731
[[0], [3, 1], [2, 0, 0], [0, 1, 1, 0], [2, 0, 0, 1, 0], [5, 0, 0, 1, 0, 0]], 0.7432
[[4], [3, 0], [5, 0, 0], [0, 0, 1, 0], [4, 0, 0, 1, 1], [4, 0, 0, 0, 0, 0]], 0.7374
[[1], [0, 0], [5, 0, 0], [1, 0, 1, 1], [5, 0, 0, 1, 1], [3, 1, 0, 1, 0, 0]], 0.732
[[2], [0, 0], [0, 0, 1], [5, 1, 1, 0], [0, 0, 1, 0, 0], [2, 0, 0, 0, 0, 0]], 0.7436
[[2], [2, 0], [0, 0, 0], [0, 0, 0, 0], [0, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0]], 0.7382
[[2], [1, 0], [5, 0, 1], [0, 1, 0, 0], [0, 1, 1, 1, 0], [1, 0, 0, 1, 0, 1]], 0.7422
[[2], [5, 0], [5, 0, 0], [4, 0, 0, 0], [3, 0, 0, 1, 0], [1, 0, 0, 0, 0, 1]], 0.7386
[[4], [3, 1], [4, 0, 0], [1, 1, 0, 0], [0, 0, 0, 0, 0], [2, 1, 0, 0, 0, 1]], 0.7356
[[4], [5, 0], [0, 0, 0], [3, 0, 1, 0], [1, 0, 0, 0, 1], [3, 0, 1, 0, 1, 0]], 0.736
[[5], [3, 0], [0, 0, 0], [1, 0, 1, 0], [2, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0]], 0.7414
[[1], [3, 0], [3, 1, 1], [1, 1, 1, 1], [1, 1, 0, 1, 1], [2, 0, 1, 1, 1, 0]], 0.7252
[[4], [3, 1], [3, 0, 0], [3, 0, 0, 1], [2, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1]], 0.7322
[[2], [0, 0], [4, 0, 0], [5, 0, 0, 0], [3, 0, 0, 0, 1], [3, 0, 1, 0, 0, 1]], 0.7362
[[3], [0, 0], [5, 0, 1], [3, 0, 0, 0], [3, 0, 0, 0, 0], [1, 1, 1, 0, 1, 0]], 0.7428
[[5], [0, 0], [5, 0, 0], [2, 0, 0, 0], [0, 0, 0, 0, 1], [2, 0, 0, 1, 0, 0]], 0.736
[[3], [1, 0], [1, 0, 0], [3, 1, 0, 0], [2, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0]], 0.7416
[[2], [5, 0], [4, 0, 0], [5, 1, 0, 0], [5, 1, 0, 0, 0], [2, 0, 0, 1, 0, 0]], 0.741
[[0], [3, 1], [0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0, 0], [3, 1, 0, 0, 0, 0]], 0.7404
[[1], [3, 0], [1, 0, 0], [3, 0, 0, 1], [0, 0, 0, 1, 1], [4, 0, 1, 1, 0, 0]], 0.7356
[[1], [3, 0], [0, 1, 1], [0, 0, 0, 1], [2, 0, 0, 0, 0], [3, 0, 0, 1, 1, 1]], 0.7282
[[2], [5, 1], [2, 1, 0], [0, 0, 1, 0], [0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1]], 0.7292
[[1], [2, 0], [5, 1, 1], [2, 0, 1, 0], [1, 0, 0, 0, 0], [5, 0, 1, 1, 1, 0]], 0.7372
[[1], [4, 0], [5, 0, 0], [4, 0, 0, 0], [4, 1, 0, 0, 0], [4, 0, 0, 0, 0, 0]], 0.741
[[4], [5, 1], [3, 0, 0], [5, 1, 1, 1], [3, 0, 0, 1, 0], [0, 1, 1, 1, 1, 1]], 0.7308
